Model,Faithfulness,Answer Relevancy,Answer Correctness,Average
GPT-4o-mini,0.8922581585081584,0.9241307169367804,0.6689252534806467,0.8284380429751952
EXAONE-3.5-7.8B,0.7970675915603452,0.9137077106985384,0.6680232017479621,0.7929328346689486
